1;9,483913;9,483949
2;10,665264;10,666278
3;9,094675;9,094698
4;7,105364;7,105381
5;2,758802;2,758807
0;12,945895;12,959123
1;9,457935;9,459888
2;10,551815;10,552098
3;9,163195;9,163406
4;7,449301;7,449302
5;6,257876;6,258
0;7,140255;7,140281
1;11,154802;11,154802
2;10,590269;10,591176
3;9,214321;9,214952
4;7,96531;7,965325
5;5,50519;5,505309
0;5,346174;5,346205
1;12,100875;12,118266
2;8,591169;8,593551
3;7,325213;7,325312
4;6,861627;6,861658
5;4,093829;4,09385
0;7,800714;7,800745
1;9,342265;9,342612
2;10,560878;10,560886
3;9,189323;9,189574
4;8,604404;8,604727
5;5,264419;5,264432
0;8,067538;8,067688
1;8,452435;8,453182
2;10,309011;10,309582
3;9,213681;9,21371
4;8,443426;8,443634
5;6,354896;6,355114
0;7,883805;7,883807
1;9,685275;9,685436
2;10,450754;10,452833
3;9,156215;9,156859
4;8,452261;8,454344
5;7,285496;7,285664
0;7,914964;7,915069
1;9,506368;9,506433
2;10,687653;10,688008
3;9,127138;9,12717
4;8,554811;8,555193
5;7,518835;7,518861
6;4,019728;4,019728
0;6,424542;6,424615
1;7,598513;7,59855
2;8,576659;8,576667
3;7,323252;7,323364
4;6,873788;6,873833
5;6,327432;6,327444
6;4,604267;4,604267
0;7,619614;7,619741
1;9,825704;9,825941
2;10,652448;10,653363
3;9,21466;9,215233
4;8,640861;8,641162
5;8,553772;8,554027
6;5,057953;5,057954
0;7,237887;7,237891
1;9,599436;9,599621
2;8,974574;8,974653
3;9,245084;9,245294
4;8,701702;8,702361
5;9,066506;9,066556
6;4,704751;4,70476
0;7,076702;7,076755
1;9,457903;9,457927
2;8,495;8,496127
3;8,887098;8,887204
4;8,63056;8,630577
5;9,283612;9,283614
6;4,848411;4,848434
0;7,082138;7,082304
1;9,836167;9,836627
2;12,129758;12,133047
3;8,822191;8,822218
4;8,358078;8,358187
5;9,535214;9,53525
6;5,824284;5,824309
0;5,463157;5,463169
1;7,942728;7,942861
2;9,11869;9,118724
3;7,268688;7,268846
4;6,655774;6,656036
5;7,758385;7,758591
6;5,543496;5,543505
0;6,489098;6,489103
1;9,892551;9,892563
2;9,220816;9,221436
3;9,092429;9,092818
4;8,478214;8,479376
5;9,337674;9,337768
6;7,158702;7,158716
7;4,232711;4,232712
0;6,226896;6,226896
1;9,952753;9,953253
2;10,043443;10,044481
3;8,812493;8,812509
4;8,613936;8,614221
5;9,331328;9,331392
6;7,499465;7,499677
7;6,338698;6,3387
0;6,079234;6,079243
1;9,962373;9,963018
2;10,640427;10,640597
3;8,912411;8,912545
4;8,674516;8,674527
5;9,655104;9,655374
6;8,000666;8,001414
7;5,610884;5,610985
0;6,181389;6,181402
1;9,912838;9,912871
2;10,697056;10,697821
3;7,951459;7,954788
4;8,633959;8,634186
5;9,409566;9,409727
6;8,580778;8,580858
7;5,2739;5,274398
0;6,09934;6,099356
1;9,923295;9,92367
2;10,755266;10,755591
3;11,436969;11,436969
4;8,594298;8,594484
5;9,28385;9,283875
6;8,946408;8,946543
7;5,648849;5,649785
8;6,93226;6,932288
0;4,793647;4,793649
1;7,918057;7,918242
2;8,267908;8,267986
3;13,225578;13,257749
4;6,871567;6,871604
5;7,663476;7,663662
6;7,529453;7,52969
7;5,413917;5,414089
8;4,903109;4,903118
0;5,947573;5,947573
1;9,528942;9,529037
2;10,271665;10,271727
3;8,123856;8,124292
4;8,616601;8,61687
5;9,840321;9,840374
6;9,722231;9,723268
7;7,511822;7,511949
8;5,638376;5,638377
0;5,803017;5,803022
1;9,496911;9,496988
2;10,68036;10,680762
3;8,07334;8,073894
4;8,710176;8,710797
5;9,77196;9,772246
6;9,35638;9,356527
7;8,035271;8,035449
8;5,696126;5,696158
9;4,224503;4,224541
0;5,689668;5,689683
1;9,871597;9,871913
2;10,415777;10,415855
3;9,103385;9,10365
4;8,641367;8,641428
5;9,698813;9,699643
6;9,165668;9,165673
7;8,31328;8,313565
8;6,747024;6,747147
9;5,01416;5,014287
0;5,476195;5,476212
1;9,626449;9,626493
2;10,314924;10,315966
3;8,826214;8,826246
4;8,39235;8,392431
5;9,607415;9,607511
6;9,442598;9,442892
7;8,20107;8,201617
8;7,666771;7,66696
9;4,721912;4,722095
0;4,12417;4,124172
1;7,595377;7,595664
2;8,436437;8,436917
3;7,081788;7,081823
4;6,652417;6,652649
5;7,710966;7,711063
6;7,663099;7,663109
7;5,90661;5,907013
8;6,2804;6,280417
9;3,650246;3,650337
0;4,887324;4,887325
1;9,648908;9,65051
2;10,686815;10,687181
3;9,159428;9,159627
4;8,433441;8,434518
5;9,709899;9,71049
6;9,289675;9,289813
7;7,407618;7,407985
8;8,244544;8,244572
9;4,66455;4,664641
0;4,609302;4,609302
1;9,78952;9,789565
2;10,720834;10,720966
3;8,962687;8,962871
4;8,627604;8,628081
5;9,747264;9,747587
6;9,240614;9,241482
7;10,833323;10,862432
8;9,005113;9,005465
9;5,283222;5,283224
0;4,341306;4,341307
1;9,85461;9,854989
2;10,622698;10,623229
3;8,799468;8,799474
4;8,654703;8,654726
5;9,393202;9,393343
6;9,463313;9,463772
7;10,292529;10,295002
8;9,301055;9,301229
9;6,438487;6,438813
0;4,09392;4,093924
1;9,934699;9,935667
2;10,643495;10,643692
3;9,034506;9,034764
4;8,657465;8,657643
5;9,290458;9,290491
6;9,524704;9,524841
7;8,376319;8,376381
8;9,553431;9,553436
9;6,889142;6,889259
10;5,672933;5,672999
0;3,105989;3,105992
1;7,873381;7,873394
2;8,561488;8,561858
3;7,433181;7,433578
4;6,873071;6,873293
5;7,685474;7,685674
6;7,662561;7,662798
7;7,458214;7,459398
8;8,147403;8,147574
9;5,76672;5,766745
10;5,012735;5,012811
0;3,602804;3,60281
1;9,559682;9,559861
2;10,764631;10,765372
3;9,226221;9,226314
4;8,567143;8,567143
5;8,610651;8,612561
6;9,676579;9,67757
7;9,882396;9,882467
8;10,662249;10,662642
9;7,370448;7,371202
10;5,572091;5,572203
0;3,238029;3,238032
1;9,524419;9,525463
2;10,365204;10,365382
3;9,233448;9,233572
4;8,5855;8,5855
5;7,660646;7,663352
6;9,393105;9,393325
7;9,7432;9,743201
8;10,376046;10,376057
9;7,42057;7,422961
10;5,315948;5,315954
0;2,899345;2,899346
1;9,794297;9,794613
2;10,286659;10,286743
3;9,29731;9,297781
4;8,567143;8,567143
5;8,820403;8,821372
6;9,177711;9,177715
7;9,943105;9,943171
8;10,658948;10,659363
9;7,505231;7,505241
10;5,960266;5,96039
0;2,578759;2,578759
1;9,875747;9,875863
2;9,793193;9,79866
3;9,248715;9,248994
4;8,605823;8,6063
5;11,673413;11,680666
6;9,391284;9,391549
7;9,876006;9,876355
8;10,984926;10,985035
9;7,508118;7,50822
10;7,32431;7,324559
0;1,840212;1,840212
1;7,907572;7,907641
2;15,171814;15,181375
3;7,375287;7,37529
4;6,921774;6,921846
5;6,719572;6,719715
6;7,778354;7,778357
7;7,679046;7,67905
8;8,747882;8,748106
9;6,042537;6,042659
10;6,064698;6,064742
0;2,027802;2,027802
1;9,481616;9,485618
2;11,021882;11,023793
3;9,256356;9,256753
4;8,655165;8,655184
5;8,356834;8,35816
6;9,696957;9,697132
7;9,746704;9,746914
8;10,836572;10,837825
9;7,620672;7,621116
10;7,878657;7,878659
11;4,516327;4,516334
0;1,728461;1,728461
1;9,41626;9,416345
2;8,954469;8,954519
3;9,182561;9,182784
4;8,629997;8,630461
5;9,577205;9,577222
6;9,572341;9,572938
7;9,986231;9,98657
8;10,749292;10,749371
9;7,556466;7,556503
10;8,475622;8,475779
11;4,854766;4,854776
0;1,479049;1,479049
1;12,915297;12,91566
2;10,240857;10,242146
3;8,851613;8,851648
4;8,567343;8,567351
5;9,601875;9,601875
6;8,526544;8,528365
7;9,616056;9,616092
8;10,81929;10,819793
9;7,355414;7,355447
10;9,165305;9,165434
11;4,291591;4,291595
0;1,473993;1,473993
1;10,1625;10,162507
2;10,68592;10,685954
3;8,893777;8,893871
4;8,5855;8,5855
5;9,620231;9,620231
6;6,940235;6,940279
7;9,736365;9,73654
8;10,923955;10,925333
9;7,256013;7,256259
10;9,370085;9,370096
11;4,233712;4,233712
0;1,470212;1,470212
1;8,036556;8,036644
2;10,582252;10,584552
3;9,196719;9,196952
4;8,567143;8,567143
5;9,623009;9,623542
6;7,310279;7,310712
7;10,015271;10,015409
8;10,679276;10,679289
9;7,345073;7,345699
10;9,852159;9,85218
11;4,460298;4,460312
0;1,188076;1,188076
1;7,224367;7,224408
2;8,395753;8,396987
3;7,199906;7,199914
4;6,861057;6,861057
5;7,758828;7,758912
6;9,699145;9,700447
7;7,788741;7,788791
8;8,344853;8,345142
9;5,995664;5,995866
10;8,273155;8,273322
11;4,048032;4,048058
0;1,492979;1,492979
1;9,993669;9,993716
2;10,624378;10,624917
3;8,851233;8,851579
4;8,638216;8,638526
5;9,714549;9,714623
6;7,209172;7,20919
7;9,664405;9,665203
8;10,553115;10,555099
9;7,542199;7,542356
10;9,984425;9,984597
11;6,099184;6,099239
0;1,509495;1,509495
1;9,964889;9,96525
2;10,49011;10,501105
3;8,934228;8,935373
4;8,656225;8,656234
5;9,629853;9,630501
6;6,277923;6,277973
7;9,869015;9,870146
8;10,824497;10,82519
9;7,58146;7,581462
10;9,920229;9,920285
11;6,570706;6,570721
12;6,222065;6,222156
0;1,510793;1,510794
1;9,846534;9,84752
2;10,504089;10,518329
3;9,122668;9,122684
4;8,650909;8,651153
5;9,620231;9,620231
6;7,179185;7,179204
7;10,038592;10,038872
8;10,851097;10,851126
9;7,542057;7,542215
10;10,267794;10,268116
11;6,916423;6,916425
12;5,533932;5,534043
0;1,513259;1,51326
1;9,847084;9,848028
2;10,729075;10,729706
3;9,149818;9,150026
4;8,574076;8,574269
5;9,601875;9,601875
6;7,500414;7,500561
7;10,034554;10,034641
8;10,798968;10,799871
9;7,519294;7,51942
10;9,999057;9,999225
11;7,394998;7,395005
12;5,021809;5,021884
0;1,22402;1,22402
1;7,91425;7,914266
2;8,315199;8,335798
3;7,369161;7,369435
4;6,861057;6,861057
5;7,688843;7,688843
6;5,866696;5,866704
7;7,98273;7,983242
8;8,609581;8,609627
9;6,035238;6,035347
10;7,910365;7,91038
11;6,38742;6,387441
12;3,917404;3,917407
0;1,515862;1,515862
1;9,862499;9,862785
2;10,642545;10,671781
3;9,278521;9,279149
4;8,5855;8,5855
5;9,589388;9,589933
6;7,346657;7,346681
7;9,966468;9,966518
8;10,806198;10,806742
9;7,561241;7,561256
10;10,239735;10,240233
11;8,429675;8,430466
12;5,353575;5,353636
0;1,486666;1,486666
1;9,830571;9,830873
2;11,323474;11,324209
3;9,00456;9,004575
4;8,567143;8,567143
5;9,553712;9,553852
6;7,544424;7,544609
7;9,995803;9,996225
8;10,953466;10,954919
9;7,570567;7,57065
10;10,454402;10,454461
11;8,475489;8,475524
12;6,65437;6,6546
0;1,402996;1,402996
1;9,87523;9,875352
2;10,631096;10,696547
3;8,847611;8,848013
4;8,5855;8,5855
5;9,659333;9,661475
6;7,519861;7,520135
7;10,120335;10,121408
8;10,97479;10,97486
9;7,504306;7,504775
10;10,376718;10,37722
11;8,441247;8,442588
12;7,146037;7,146143
13;0;0
0;1,243302;1,243302
1;9,888114;9,888309
2;10,503614;10,548283
3;8,956268;8,957498
4;8,567143;8,567143
5;9,781295;9,781715
6;7,135439;7,135466
7;10,162865;10,16291
8;10,914945;10,915592
9;7,470709;7,470889
10;10,280199;10,281534
11;8,525984;8,528112
12;7,445711;7,445715
13;6,577062;6,577066
0;0,836887;0,836887
1;7,852851;7,853082
2;8,389315;8,389351
3;7,323801;7,324605
4;6,861057;6,861057
5;7,782695;7,782765
6;5,552139;5,552143
7;8,098188;8,09835
8;8,632226;8,633015
9;5,961103;5,961113
10;8,193362;8,19338
11;6,870297;6,870321
12;6,323539;6,323571
13;4,721258;4,721261
0;0,806357;0,806357
1;9,857304;9,857658
2;10,328175;10,330159
3;9,210064;9,210132
4;8,5855;8,5855
5;9,734799;9,734891
6;6,840667;6,840755
7;10,043204;10,044084
8;10,754896;10,754971
9;7,470942;7,471395
10;10,273925;10,274331
11;8,628152;8,628372
12;8,591534;8,591807
13;5,36293;5,363045
0;0,505015;0,505015
1;9,900199;9,900241
2;10,305281;10,308408
3;9,197181;9,197343
4;24,159704;24,256419
5;9,763553;9,764006
6;6,705842;6,705932
7;9,972798;9,97363
8;10,834638;10,835264
9;7,581094;7,582662
10;10,398806;10,399917
11;8,676904;8,677446
12;8,78633;8,786363
13;5,117865;5,118358
0;0,151933;0,151933
1;9,816259;9,817185
2;10,668969;10,668999
3;8,816803;8,819006
4;7,27317;7,27317
5;9,426179;9,42636
6;6,190494;6,190505
7;10,055399;10,055456
8;10,921988;10,923122
9;7,540187;7,540208
10;10,150084;10,150778
11;8,705813;8,706029
12;8,730281;8,730282
13;5,544898;5,545773
0;0;0
1;9,870763;9,871031
2;10,625439;10,625486
3;8,665818;8,665866
4;7,851154;7,851154
5;9,278645;9,278663
6;5,75219;5,752191
7;10,015171;10,015516
8;10,611851;10,611893
9;7,345133;7,345174
10;9,886491;9,886497
11;8,413394;8,413435
12;8,876544;8,876581
13;6,742455;6,742633
0;0;0
1;7,915993;7,915995
2;54,789398;55,437369
3;8,081435;8,081579
4;6,85127;6,85127
5;7,643475;7,643648
6;4,382973;4,382973
7;9,162629;9,164324
8;8,340723;8,341121
9;5,810423;5,810541
10;8,069521;8,069675
11;6,653426;6,653606
12;7,197537;7,197704
13;5,942532;5,942593
14;0;0
0;0;0
1;9,846205;9,846709
2;5,459027;11,299892
3;11,945071;11,945085
4;8,567143;8,567143
5;9,651325;9,651392
6;5,260139;5,260144
7;21,016816;21,030753
8;10,60213;10,604258
9;7,308588;7,309154
10;9,297942;9,299385
11;8,412021;8,412965
12;8,681314;8,681392
13;7,886791;7,886959
14;6,772349;6,77247
0;0;0
1;9,806671;9,806685
2;10,71702;10,717048
3;7,792394;7,792437
4;8,5855;8,5855
5;9,399748;9,39975
6;5,058168;5,05818
7;8,367357;8,36767
8;10,705448;10,705589
9;7,495164;7,49531
10;8,197909;8,20125
11;8,595017;8,595478
12;8,665765;8,6658
13;8,176533;8,176801
14;5,875208;5,875347
0;0;0
1;9,821428;9,821703
2;10,438014;10,438038
3;7,786254;7,786336
4;8,571645;8,571762
5;9,535969;9,536006
6;4,746551;4,746564
7;9,659244;9,66048
8;10,725878;10,727228
9;7,544895;7,545032
10;9,147726;9,149152
11;8,672073;8,672136
12;9,015436;9,015803
13;8,125368;8,125878
14;5,283356;5,283425
0;0;0
1;9,924337;9,925149
2;10,452037;10,452058
3;9,265831;9,265839
4;8,646448;8,646738
5;8,778658;8,779803
6;4,319579;4,319583
7;10,047267;10,047431
8;10,897785;10,901045
9;7,581355;7,581358
10;12,234201;12,235962
11;8,649524;8,649625
12;8,794284;8,794397
13;7,274976;7,275739
14;5,286139;5,286144
0;0;0
1;7,93978;7,939905
2;8,588542;8,588581
3;7,441526;7,441598
4;6,933415;6,933417
5;6,056655;6,056705
6;3,180385;3,180385
7;8,03451;8,034566
8;8,47439;8,47441
9;6,042519;6,042593
10;7,159733;7,159905
11;6,884546;6,88488
12;6,887608;6,887611
13;6,004413;6,004588
14;4,865531;4,865616
0;0;0
1;9,593871;9,59395
2;10,459914;10,459944
3;9,24122;9,241673
4;8,634773;8,634992
5;7,764808;7,765011
6;3,660633;3,660633
7;9,962129;9,963194
8;10,423535;10,424342
9;7,252129;7,252776
10;8,98528;8,986924
11;8,594207;8,594231
12;8,723697;8,72382
13;9,831732;9,83755
14;7,262343;7,262567
0;0;0
1;9,515642;9,516433
2;10,434114;10,434129
3;9,148337;9,148887
4;8,581958;8,582695
5;11,216713;11,218561
6;3,332018;3,332018
7;9,893636;9,894041
8;10,655702;10,657066
9;6,319167;6,319197
10;10,229219;10,229227
11;8,605127;8,605321
12;9,077323;9,077418
13;10,265278;10,266645
14;7,308546;7,308604
15;1,58697;1,58697
0;0;0
1;9,710219;9,711043
2;10,680069;10,680403
3;9,183414;9,183783
4;8,519978;8,520001
5;9,646856;9,646876
6;3,01641;3,016411
7;9,858128;9,858174
8;10,762173;10,762343
9;5,868928;5,869213
10;10,221318;10,221318
11;8,687037;8,687545
12;9,113522;9,113624
13;8,180172;8,183312
14;7,343611;7,343615
15;7,18335;7,183383
0;0;0
1;9,819025;9,81915
2;10,32449;10,324606
3;9,211253;9,211261
4;8,563585;8,564128
5;8,280997;8,281283
6;2,705819;2,70582
7;9,926559;9,927578
8;10,857251;10,858051
9;6,368034;6,368519
10;10,239675;10,239675
11;8,703599;8,703923
12;9,047233;9,047624
13;8,602707;8,604356
14;7,606917;7,607049
15;6,211212;6,21128
0;0;0
1;9,86069;9,861227
2;10,321669;10,321807
3;9,173754;9,174238
4;8,660587;8,66296
5;9,357429;9,357614
6;2,39435;2,394351
7;10,006135;10,006616
8;10,894741;10,895406
9;9,369129;9,375498
10;10,26878;10,269676
11;8,45337;8,453396
12;8,962085;8,962973
13;9,549923;9,549999
14;7,907939;7,908026
15;5,698184;5,698271
0;0;0
1;7,978905;7,979469
2;8,572622;8,572801
3;7,317878;7,318242
4;7,020956;7,021123
5;7,593644;7,593652
6;1,688012;1,688012
7;8,040994;8,040998
8;8,443682;8,443722
9;6,72849;6,728513
10;8,26894;8,268953
11;6,655343;6,655498
12;7,144701;7,144709
13;7,588617;7,588877
14;6,250261;6,250268
15;4,715783;4,715807
0;0;0
1;10,021995;10,022039
2;10,437189;10,437263
3;9,202398;9,202502
4;8,757089;8,757213
5;9,317766;9,318191
6;1,819653;1,819654
7;10,015324;10,015927
8;10,445434;10,446399
9;6,883823;6,883859
10;10,316854;10,317265
11;8,37547;8,376337
12;8,955172;8,955367
13;9,378837;9,380247
14;7,840492;7,840493
15;7,00149;7,001524
0;0;0
1;9,945804;9,946165
2;10,296093;10,297115
3;9,205775;9,20589
4;8,676398;8,676792
5;9,450988;9,452426
6;1,543885;1,543886
7;9,60527;9,605277
8;10,679438;10,67999
9;6,397075;6,397504
10;10,225556;10,225648
11;8,600591;8,6011
12;9,025234;9,025783
13;9,300438;9,300794
14;8,064841;8,064866
15;7,890311;7,890592
0;0;0
1;9,864402;9,865397
2;10,575126;10,575648
3;9,142955;9,143394
4;8,612688;8,613324
5;9,651522;9,652161
6;1,51411;1,51411
7;7,279231;7,279231
8;10,856423;10,856654
9;7,17408;7,174482
10;10,239675;10,239675
11;8,650553;8,650644
12;9,044999;9,045197
13;9,297015;9,297342
14;8,296989;8,297226
15;8,386454;8,386464
16;1,057672;1,057672
0;0;0
1;9,829074;9,830033
2;10,698761;10,698946
3;9,189196;9,189498
4;8,57501;8,575052
5;9,719698;9,719709
6;1,503511;1,503511
7;5,05045;5,05045
8;10,835453;10,835722
9;7,490922;7,49095
10;10,221318;10,221318
11;8,671222;8,671292
12;8,705966;8,70607
13;9,387737;9,388891
14;8,109748;8,109814
15;8,827658;8,827897
16;5,060624;5,060624
0;0;0
1;7,91432;7,914335
2;8,567177;8,567273
3;7,371691;7,371694
4;6,890181;6,890283
5;7,746025;7,746209
6;1,186493;1,186493
7;3,377875;3,377875
8;8,622522;8,623367
9;6,016677;6,016736
10;8,168671;8,169083
11;6,890735;6,891026
12;6,890619;6,890623
13;7,608521;7,609642
14;6,513052;6,513057
15;7,337918;7,338392
16;3,808923;3,808923
0;0;0
1;9,880659;9,880952
2;10,652932;10,653255
3;9,177402;9,177791
4;8,678976;8,67946
5;9,630111;9,630406
6;1,499531;1,499531
7;3,91189;3,91189
8;10,85361;10,853886
9;7,569238;7,569508
10;10,184137;10,184166
11;8,570039;8,570076
12;8,827451;8,827683
13;9,281833;9,281883
14;8,434319;8,434518
15;9,534;9,534057
16;4,462314;4,462316
0;0;0
1;9,778277;9,77842
2;10,694011;10,694267
3;9,151288;9,152068
4;8,69709;8,697279
5;9,710453;9,710577
6;1,435717;1,435718
7;3,568134;3,568145
8;10,838232;10,838458
9;7,620279;7,620776
10;10,234374;10,236266
11;8,588383;8,588383
12;8,183062;8,184123
13;9,175047;9,175049
14;8,659646;8,659879
15;10,02594;10,026975
16;4,287997;4,288006
0;0;0
1;9,785892;9,786082
2;10,715509;10,715721
3;9,205402;9,205473
4;8,395682;8,395798
5;9,688653;9,688816
6;0,523539;0,523539
7;2,660084;2,660103
8;32,159599;37,154798
9;7,477147;7,477317
10;10,423649;10,424863
11;8,570027;8,570027
12;7,184698;7,186943
13;9,328919;9,329069
14;8,468247;8,468283
15;10,670128;10,673354
16;4,501069;4,501088
0;0;0
1;9,852714;9,853372
2;10,63388;10,634377
3;9,216174;9,216332
4;8,270454;8,270461
5;9,625577;9,626668
6;0;0
7;1,370425;1,370427
8;10,632563;10,63323
9;7,244386;7,244408
10;10,346394;10,346544
11;8,59589;8,596048
12;7,633487;7,634789
13;8,857112;8,86698
14;8,601002;8,60107
15;11,069251;11,069406
16;5,389188;5,389209
0;0;0
1;7,9632;7,963444
2;8,56481;8,564929
3;7,338788;7,339083
4;6,763861;6,763953
5;7,637845;7,638005
6;0;0
7;0,221972;0,221972
8;8,407292;8,407372
9;5,793299;5,793306
10;8,284202;8,284282
11;6,912638;6,912782
12;8,725966;8,746299
13;8,727477;8,729875
14;7,221493;7,221692
15;8,812539;8,812892
16;5,198261;5,19827
17;1,205149;1,205149
0;0;0
1;9,897276;9,897628
2;10,719785;10,719933
3;9,154469;9,154528
4;8,642053;8,642203
5;9,523716;9,523737
6;0;0
7;0;0
8;10,460037;10,461234
9;7,420941;7,421081
10;10,398816;10,399416
11;8,659436;8,659441
12;8,884795;8,884802
13;14,39576;14,479445
14;9,240054;9,240085
15;10,915869;10,916693
16;6,761894;6,761898
17;5,46942;5,469434
18;1,082114;1,082114
0;0;0
1;9,866164;9,866201
2;10,634026;10,634336
3;9,214652;9,214973
4;8,323781;8,323843
5;9,581593;9,582349
6;0;0
7;0;0
8;10,722664;10,723793
9;7,560051;7,560091
10;9,976918;9,977079
11;8,650974;8,651247
12;7,560302;7,560873
13;8,306156;8,306415
14;9,307483;9,307762
15;10,941215;10,941623
16;6,982097;6,982221
17;4,628847;4,628855
18;5,171764;5,171807
0;0;0
1;9,943427;9,944282
2;10,714504;10,714731
3;9,282091;9,282862
4;8,309693;8,309722
5;9,594431;9,594473
6;0;0
7;0;0
8;10,86396;10,864075
9;7,365054;7,365081
10;9,924473;9,924535
11;8,575329;8,575427
12;8,331851;8,33303
13;8,437264;8,437308
14;9,329487;9,330257
15;10,975968;10,97612
16;7,027678;7,028081
17;4,101343;4,101345
18;4,822455;4,822487
0;0;0
1;9,820587;9,820626
2;10,69508;10,69532
3;9,208021;9,208045
4;8,584725;8,585025
5;9,576904;9,57725
6;0;0
7;0;0
8;10,824571;10,825011
9;7,25672;7,256947
10;10,283127;10,283515
11;8,588383;8,588383
12;8,880709;8,880727
13;9,47989;9,479922
14;9,370828;9,370845
15;10,874848;10,875337
16;7,14987;7,150378
17;4,122803;4,122805
18;4,494458;4,494462
0;0;0
1;9,415044;9,415364
2;10,631915;10,632276
3;8,911617;8,911778
4;7,21636;7,216487
5;9,500037;9,500975
6;0;0
7;0;0
8;10,768176;10,768273
9;7,336171;7,336771
10;10,102934;10,102962
11;8,570027;8,570027
12;8,922626;8,922626
13;9,498222;9,498504
14;9,505489;9,505708
15;10,900709;10,900949
16;7,233005;7,233026
17;4,503287;4,503312
18;4,368041;4,368084
0;0;0
1;7,21952;7,219861
2;8,488448;8,488448
3;7,112703;7,113073
4;5,287708;5,28771
5;7,578539;7,578542
6;0;0
7;0;0
8;8,62999;8,630149
9;5,989206;5,9893
10;8,018049;8,018052
11;6,863364;6,863364
12;7,139814;7,139814
13;7,663044;7,663398
14;7,733021;7,733336
15;8,773424;8,773857
16;5,793132;5,793178
17;4,222523;4,222553
18;3,688495;3,688625
0;0;0
1;8,649296;8,649389
2;10,601382;10,601382
3;9,086654;9,08751
4;6,917748;6,917788
5;9,495102;9,495305
6;0;0
7;0;0
8;10,864699;10,865682
9;7,539675;7,539852
10;10,301825;10,301919
11;8,619957;8,620531
12;8,941151;8,941572
13;9,585745;9,586056
14;9,813097;9,813757
15;10,998775;10,999151
16;7,265692;7,265906
17;6,196544;6,196573
18;5,447397;5,447922
19;2,034486;2,034489
0;0;0
1;8,315188;8,315281
2;10,63467;10,635097
3;9,157416;9,157494
4;9,740821;9,74113
5;9,517549;9,518224
6;0;0
7;0;0
8;11,002457;11,00256
9;7,581387;7,581389
10;8,310871;8,312774
11;8,654536;8,654588
12;9,000448;9,000613
13;9,194224;9,194312
14;9,542274;9,542422
15;10,571285;10,571408
16;7,343992;7,344397
17;6,525168;6,525177
18;6,57364;6,573941
19;4,928925;4,929013
0;0;0
1;8,010127;8,010394
2;10,697866;10,698064
3;9,222075;9,222439
4;8,840213;8,841813
5;9,605779;9,606142
6;0;0
7;0;0
8;10,941507;10,941842
9;7,544454;7,544594
10;8,059159;8,059249
11;8,666672;8,666787
12;9,015682;9,015732
13;9,187034;9,187092
14;9,524273;9,524314
15;10,578882;10,579046
16;7,253849;7,253985
17;6,905465;6,905465
18;7,080279;7,080357
19;4,691628;4,691771
0;0;0
1;7,728797;7,729265
2;10,71153;10,711803
3;9,281176;9,282006
4;7,2383;7,238387
