0;53,724555
0;4,06528
0;3,962035
0;3,859465
0;3,75851
0;3,660162
0;3,565462
0;3,475503
0;3,391428
0;3,314434
0;3,24577
0;3,186743
0;3,138712
0;3,103093
0;3,081363
0;3,075055
0;3,085764
0;3,115147
0;3,164924
0;3,236881
0;3,332867
0;3,454798
0;3,604656
0;3,78449
0;3,996416
0;2,639762
0;4,284987
0;4,333627
0;4,377968
0;4,42318
0;4,469334
0;4,516508
0;4,56478
0;4,614234
0;4,664956
0;4,717038
0;4,770575
0;4,82567
0;4,882429
0;4,940966
0;5,001401
0;5,063861
0;5,128481
0;5,195405
0;5,165848
0;5,323429
0;5,376448
0;5,428084
0;5,478534
0;5,527733
0;5,57562
0;5,62213
0;5,667201
0;5,71077
0;5,752778
0;5,793164
0;5,706606
0;5,744291
0;5,674611
0;5,709551
0;5,833563
0;5,699054
0;5,667931
0;5,741233
0;5,706648
0;5,77668
0;5,738181
0;5,804901
0;5,762584
0;5,825958
0;5,779923
0;5,839923
0;5,79028
0;5,846888
0;5,79375
0;5,846956
0;3,504443
0;5,844373
0;5,788775
0;5,839819
0;5,781611
0;5,829881
0;5,769095
0;5,814568
0;5,751287
0;5,793955
0;5,728275
0;5,768145
0;5,700177
0;5,737272
0;5,66714
0;5,7015
0;3,408942
0;5,671208
0;5,612581
0;5,685255
0;5,756683
0;5,667234
0;5,735114
0;5,801618
0;5,7061
0;5,7691
0;5,830604
0;5,729387
0;5,787446
0;5,8439
0;5,737373
0;5,790458
0;4,001274
0;5,749286
0;5,785543
0;5,823895
0;5,732379
0;5,776083
0;5,715716
0;5,764629
0;5,709654
0;5,763829
0;5,71413
0;5,773676
0;5,729191
0;5,794269
0;5,754987
0;5,825814
0;3,53305
0;5,828795
0;5,754795
0;5,79072
0;5,722752
0;5,764665
0;5,703166
0;5,751183
0;5,696036
0;5,750271
0;5,701359
0;5,761929
0;5,719138
0;5,786159
0;5,749373
0;5,822964
0;3,5021
0;4,396816
0;13,019149
0;31,098341
0;5,857465
0;5,553458
0;5,306692
0;5,120761
0;4,819802
0;4,771118
0;4,786719
0;4,870232
0;4,840033
0;5,055126
0;5,341751
0;3,716932
0;5,549561
0;5,618716
0;5,683107
0;5,74662
0;5,597839
0;5,658542
0;5,718107
0;5,776495
0;5,621686
0;5,677637
0;5,732736
0;5,787162
0;5,628911
0;5,682764
0;5,736895
0;4,641762
0;5,720452
0;5,764241
0;5,809818
0;5,857355
0;5,788934
0;5,840515
0;5,786784
0;5,842321
0;5,792542
0;5,852233
0;5,806584
0;5,870888
0;5,829793
0;5,899428
0;5,863541
0;2,682343
0;5,830992
0;5,892076
0;5,788617
0;5,845352
0;5,899829
0;5,789397
0;5,839086
0;5,886205
0;5,768897
0;5,811361
0;5,851313
0;5,728264
0;5,764433
0;5,798563
0;5,671977
0;3,631244
0;5,70868
0;5,558793
0;5,621882
0;5,683482
0;5,743458
0;5,590251
0;5,646403
0;5,700761
0;5,753214
0;5,592297
0;5,641019
0;5,687759
0;5,732436
0;5,564799
0;5,606081
0;4,981446
0;5,822145
0;5,793399
0;5,865493
0;5,827327
0;5,894638
0;5,851157
0;5,913605
0;5,864929
0;5,922462
0;5,868741
0;5,921338
0;5,862747
0;5,910417
0;5,847162
0;5,889948
0;2,435914
0;5,801029
0;5,669242
0;5,717362
0;5,767041
0;5,659009
0;5,711991
0;5,766638
0;5,663516
0;5,721491
0;5,781327
0;5,683002
